"id","price"
3187710,77699.5078125
8374155,6531.9091796875
1454603,60066.4453125
3735099,11794.0302734375
1722596,25322.5234375
3589723,5324.1220703125
4093832,18510.72265625
1839146,22398.265625
9545205,23476.513671875
8485868,43313.796875
9571391,19519.8671875
4723724,34964.39453125
6524583,30723.0859375
5416496,24076.37109375
2604211,28131.05859375
9495946,10167.208984375
6359812,20280.095703125
5842618,14329.83984375
5092591,26791.974609375
5547514,20408.203125
4492534,18037.201171875
6519980,55773.01953125
2892141,30523.693359375
4813819,18342.94140625
6845797,34013.3359375
4747406,22096.4921875
7853339,1933.82702636719
8383742,32757.33203125
1673319,12004.525390625
9523457,26791.41796875
5289671,15261.8642578125
2867291,13618.197265625
5284420,19019.07421875
1719903,21623.830078125
8096867,44886.77734375
4844718,39580.27734375
3498636,21466.416015625
6412862,29769.833984375
7227409,19608.765625
9411959,36551.296875
5746843,35288.5859375
8979005,50725.95703125
3919723,27873.7734375
1098774,29859.134765625
1510460,49173.4296875
6302275,33735.29296875
7728465,5910.0634765625
9552993,27262.865234375
3176062,42512.6484375
3184822,24832.185546875
5821426,26408.9140625
9955659,43985.61328125
1427137,32379.119140625
4276405,35900.03125
1489515,8935.7021484375
6878325,16775.7421875
8425516,50346.3671875
3062929,73414.578125
3134537,25895.486328125
5713412,31700.91796875
2597398,47098.10546875
2506658,36136.5859375
1459746,36134.28515625
3615264,31626.939453125
5646020,20944.279296875
2898636,16246.173828125
2668790,4694.50048828125
7595741,54013.0390625
5540334,22544.029296875
4266213,29697.314453125
8383044,23201.345703125
3393559,40928.69140625
7914612,8944.8974609375
2125879,26338.2734375
9000532,93669.375
1627790,34815.83984375
6608651,24273.919921875
9210886,20928.177734375
4249024,27652.248046875
1820325,37080.46484375
5662512,13300.0859375
7823301,31672.01171875
2556681,46903.0546875
3971815,27507.765625
5262751,52365.6953125
1263892,55915.26171875
8544084,34832.984375
4429086,5846.76416015625
9029038,40507.4609375
6875363,26394.32421875
2194697,9969.9833984375
2564743,8511.720703125
7032243,37028.92578125
6801200,16326.916015625
1321462,43388.71484375
5870270,15366.9541015625
5312093,37902.69140625
5409953,66417.390625
8786057,5342.2626953125
5190167,14844.353515625
2331787,30558.94921875
5106176,30998.55078125
5121030,9914.8916015625
3579791,43621.60546875
2333549,18300.732421875
3248596,12894.2939453125
3568743,37918.24609375
8692654,11794.685546875
1796802,42692.98828125
6527532,22544.78125
3740955,53370.07421875
6392689,45641.92578125
5863131,9561.9853515625
7174100,53767.47265625
5615023,19154.22265625
4299309,6711.26123046875
1332225,11178.697265625
5254528,19194.189453125
8426119,30603.001953125
2060467,39490.05078125
3735609,54257.37109375
1927156,24364.078125
1571972,28901.76953125
9785707,3155.08349609375
3019710,44072.671875
4732422,7986.9794921875
1163546,25305.04296875
3389073,17794.73828125
5859904,23271.365234375
6602780,34354.41015625
9703297,12319.5419921875
8331840,14884.0654296875
3530867,29679.080078125
6397054,18812.44921875
8793113,69140.828125
1054557,63337.9453125
6976240,42145.98046875
4154315,11696.541015625
2846197,17325.669921875
4747562,38022.7890625
8237467,23342.76953125
3821474,92317.828125
9542876,21924.1484375
1986725,33277.2421875
1106120,16535.09765625
9435247,25199.94921875
4987617,19919.091796875
4813301,37714.5
3404811,55747.4375
7129990,48667.96875
8596848,15783.849609375
7865861,14144.078125
6661869,45520.89453125
5370939,43451.3046875
8508679,16991.46875
7549239,81211.125
4975565,22329.20703125
4310600,21734.958984375
1378468,43162.171875
1102709,11975.66015625
2387528,7851.4130859375
4487038,12265.8408203125
5816760,5772.8115234375
6643434,44111.01953125
3047824,21126.408203125
6863233,24451.90625
2052653,25925.46484375
9421568,111947.9453125
3244661,23389.16015625
5418646,23001.818359375
9178145,22175.78515625
1532868,27157.060546875
4880634,31841.181640625
6195508,34098
8065669,19947.18359375
6198026,23621.716796875
8350813,11536.8212890625
7623349,48593.37109375
8548197,19842.505859375
2211835,22411.25390625
1898460,24339.615234375
2764454,23351.92578125
8624751,31099.79296875
7203639,25807.794921875
3791402,10397.5537109375
5162757,23252.5234375
2160537,20546.85546875
9820144,21600.927734375
1052188,16777.69140625
5664122,43073.7421875
3361072,35882.52734375
1126484,14562.2978515625
5049987,55549.3203125
2686606,17526.96484375
2507836,42242.7578125
5914509,21393.935546875
9598559,43219.828125
8816965,42270.859375
4718163,88729.7734375
3099201,23021.353515625
7612159,15115.4775390625
1131435,10818.28515625
9969192,12848.9697265625
8444631,25560.5546875
3936815,4981.62060546875
4663481,41947.48046875
1382318,63191.23046875
8279439,21336
2817592,44769.23046875
3426972,30183.107421875
4100189,22423.048828125
5246626,20672.5546875
9678448,14449.3798828125
5232373,34424.734375
5526474,15140.0244140625
1186944,12529.9287109375
2490720,17828.9140625
2732840,97218.9765625
2877365,16770.22265625
3107247,60401.3359375
9701737,18606.369140625
2164107,49843.58203125
8972604,21492.03515625
2671862,54692.9296875
1022779,33030.1796875
6846003,45727.9296875
4036679,18156.34765625
9902036,26567.646484375
4473628,23457.1875
8526499,18638.97265625
9119390,63767.53125
7034047,13955.466796875
2168635,10775.3125
9002549,42591.5078125
8112696,22879.357421875
3509318,4673.65625
4465095,23645.7734375
7836729,13816.6357421875
1803021,18747.580078125
9078388,17455.431640625
9115215,20985.224609375
9328854,19531.69140625
5026546,51411.72265625
1950338,17841.779296875
8777490,13398.068359375
1564088,57360.50390625
6996318,63323.73046875
8463044,44353.7421875
7846066,49020.3515625
6436611,52621.578125
7614562,55308.92578125
6368008,21070.376953125
8916265,28493.158203125
2878223,41988.74609375
1731128,22553.494140625
7244914,19793.08984375
1114247,45946.16796875
5179589,15862.720703125
2153877,30856.111328125
3647111,62792.3046875
4339801,35655.015625
8535403,47558.296875
2796945,19234.873046875
2719163,39000.80078125
3694691,20257.603515625
9339440,11006.4345703125
8478555,30491.46875
8853373,31881.49609375
7715172,7627.86181640625
2821773,30288.681640625
4856155,54803.2109375
7608848,52073.9296875
9340242,16438.021484375
1074606,20679.154296875
5884115,26466.833984375
6288342,27720.5
7786391,17313.970703125
8391313,53953.57421875
3856756,21155.9609375
4710255,53872.26171875
1356615,17036.564453125
9224478,49328.77734375
8562303,13899.8564453125
6765455,27964.89453125
3609130,20008.349609375
8021925,45388.41796875
4082611,42461.11328125
9783543,33348.4609375
