"id","price"
3187710,77798.109375
8374155,8402.6337890625
1454603,58850.92578125
3735099,13488.3779296875
1722596,20606.50390625
3589723,5466.03515625
4093832,21422.572265625
1839146,23420.501953125
9545205,21556.228515625
8485868,46822.01171875
9571391,18445.19921875
4723724,38279.8359375
6524583,28175.857421875
5416496,22769.142578125
2604211,29262.779296875
9495946,10927.9775390625
6359812,20828.923828125
5842618,14585.060546875
5092591,24651.28515625
5547514,20178.080078125
4492534,14585.373046875
6519980,48513.0859375
2892141,29526.919921875
4813819,19201.91796875
6845797,30332.8984375
4747406,23315.1875
7853339,10051.6669921875
8383742,33062.10546875
1673319,8769.2958984375
9523457,26139.5390625
5289671,14003.3984375
2867291,10568.3896484375
5284420,18774.126953125
1719903,22847.38671875
8096867,37128.9453125
4844718,27510.833984375
3498636,20449.037109375
6412862,27082.19921875
7227409,19680.365234375
9411959,37646.453125
5746843,36529.6796875
8979005,49595.3203125
3919723,28991.009765625
1098774,30184.095703125
1510460,46220.4609375
6302275,33808.5625
7728465,3371.791015625
9552993,26813.908203125
3176062,39600.96484375
3184822,22485.8203125
5821426,26298.35546875
9955659,49298.015625
1427137,32117.697265625
4276405,42097.26171875
1489515,10057.49609375
6878325,18076.03515625
8425516,51546.1875
3062929,70184.6953125
3134537,21344.865234375
5713412,29669.4765625
2597398,48234.484375
2506658,31981.744140625
1459746,35841.234375
3615264,30651.1796875
5646020,21659.673828125
2898636,16330.345703125
2668790,5150.3701171875
7595741,52261.95703125
5540334,26273.37890625
4266213,29596.19140625
8383044,20446.845703125
3393559,42198.50390625
7914612,9390.986328125
2125879,29612.0390625
9000532,90559.8828125
1627790,32001.478515625
6608651,27238.8046875
9210886,20392.3203125
4249024,27828.263671875
1820325,37271.68359375
5662512,12419.1982421875
7823301,30195.517578125
2556681,44364.140625
3971815,24359.681640625
5262751,53507.703125
1263892,53221.21875
8544084,34164.45703125
4429086,4527.95654296875
9029038,40469.06640625
6875363,25980.96484375
2194697,9061.6435546875
2564743,9666.2314453125
7032243,33079.09765625
6801200,16730.76953125
1321462,43881.20703125
5870270,14762.0595703125
5312093,38572.51953125
5409953,59078.84375
8786057,5005.7001953125
5190167,13937.4853515625
2331787,27127.533203125
5106176,30818.34765625
5121030,10314.287109375
3579791,44617.52734375
2333549,17256.291015625
3248596,10587.7587890625
3568743,37048.5390625
8692654,13337.802734375
1796802,42780.40234375
6527532,20811.169921875
3740955,47966.23046875
6392689,44285.4140625
5863131,10749.7744140625
7174100,50102.09375
5615023,19388.94140625
4299309,5947.07421875
1332225,9803.6357421875
5254528,17828.505859375
8426119,30132.84765625
2060467,37582.703125
3735609,54344.4609375
1927156,26003.552734375
1571972,28843.822265625
9785707,4488.44677734375
3019710,41635.30078125
4732422,10040.146484375
1163546,27155.091796875
3389073,17130.330078125
5859904,21117.7421875
6602780,35533.875
9703297,10318.7197265625
8331840,14116.556640625
3530867,30712.515625
6397054,20115.708984375
8793113,65901.7734375
1054557,62755.55859375
6976240,44278.1875
4154315,10398.142578125
2846197,26818.4609375
4747562,40010.4765625
8237467,22280.337890625
3821474,75717.5859375
9542876,22677.494140625
1986725,35142.3203125
1106120,20435.693359375
9435247,25224.927734375
4987617,19020.208984375
4813301,39182.26171875
3404811,59705.01953125
7129990,52872.578125
8596848,16191.4052734375
7865861,7918.861328125
6661869,44507.50390625
5370939,38102.32421875
8508679,18418.568359375
7549239,45006.796875
4975565,24118.994140625
4310600,25745.3125
1378468,41817.625
1102709,11071.224609375
2387528,5457.349609375
4487038,10876.6240234375
5816760,7718.1982421875
6643434,41446.859375
3047824,20985.451171875
6863233,26499.384765625
2052653,32144.396484375
9421568,74304.65625
3244661,24063.166015625
5418646,23894.716796875
9178145,20550.87109375
1532868,25547.052734375
4880634,29524.201171875
6195508,34138.66015625
8065669,20817.568359375
6198026,19464.654296875
8350813,10906.5
7623349,46612.37890625
8548197,16997.564453125
2211835,25077.9296875
1898460,24081.90625
2764454,27569.484375
8624751,27776.0390625
7203639,25824.96484375
3791402,7529.1552734375
5162757,23232.318359375
2160537,21204.4609375
9820144,22839.2734375
1052188,15166.888671875
5664122,42018.83203125
3361072,35750.484375
1126484,14842.736328125
5049987,57157.9609375
2686606,17141.56640625
2507836,43877.97265625
5914509,20810.869140625
9598559,45393.4296875
8816965,42206.9765625
4718163,66868.7421875
3099201,24328.982421875
7612159,15963.2705078125
1131435,12164.0703125
9969192,13856.9267578125
8444631,19775.89453125
3936815,4939.29296875
4663481,43561.46875
1382318,60428.1484375
8279439,24047.40234375
2817592,42605.60546875
3426972,28439.0234375
4100189,22341.53125
5246626,21853.240234375
9678448,14243.8291015625
5232373,35657.16796875
5526474,15584.7841796875
1186944,10903.1279296875
2490720,15950.9072265625
2732840,92867.5234375
2877365,19102.77734375
3107247,45932.75390625
9701737,17715.400390625
2164107,51211.625
8972604,19943.30078125
2671862,52322.2265625
1022779,48523.93359375
6846003,46739.8203125
4036679,19996.263671875
9902036,26981.099609375
4473628,18686.13671875
8526499,19457.01953125
9119390,64224.8125
7034047,16274.17578125
2168635,9549.06640625
9002549,41867
8112696,22290.181640625
3509318,3991.21630859375
4465095,22689.33203125
7836729,13770.6044921875
1803021,19346.248046875
9078388,17857.251953125
9115215,20729.107421875
9328854,19046.42578125
5026546,61387.6875
1950338,17392.56640625
8777490,11582.9375
1564088,60504.81640625
6996318,64026.08203125
8463044,43265.53515625
7846066,41421.87890625
6436611,45136.2421875
7614562,55034.7890625
6368008,21236.064453125
8916265,25165.37109375
2878223,37764.52734375
1731128,23507.2734375
7244914,23303.513671875
1114247,42779.6328125
5179589,16157.3837890625
2153877,33595.39453125
3647111,59041.6953125
4339801,33185.8203125
8535403,45337.26953125
2796945,19851.548828125
2719163,40073.19140625
3694691,20326.83984375
9339440,11412.8828125
8478555,31358.666015625
8853373,30070.91015625
7715172,6080.3271484375
2821773,29180.765625
4856155,54140.90234375
7608848,50042.24609375
9340242,16247.4326171875
1074606,18069.37890625
5884115,26509.3671875
6288342,29730.94921875
7786391,19998.6796875
8391313,52513.65625
3856756,20564.98828125
4710255,49198.15234375
1356615,17179.298828125
9224478,49783.6484375
8562303,16579.595703125
6765455,31107.37890625
3609130,19398.302734375
8021925,44542.5234375
4082611,42233.5234375
9783543,32732.46484375
8526148,11941.8505859375
1668633,47545.12109375
4228886,21390.078125
6078095,63634.390625
1956355,20691.18359375
4983069,55623.7578125
6096776,31997.919921875
9042472,21110.556640625
3923067,23191.30859375
9715025,72069.4140625
1497846,50875.6484375
4594919,5602.23046875
9264034,7877.39599609375
3913111,59018.11328125
9983277,29249.916015625
9850136,17459.150390625
7817650,33420.3203125
6200059,15289.5185546875
2049672,21031.794921875
2502975,37788.98046875
3006309,18952.552734375
1320080,22336.966796875
5534318,25318.416015625
6771155,22101.36328125
9619431,18654.009765625
3378684,25726.966796875
6697543,42273.0390625
3889249,39832.16015625
8248989,26817.83984375
9149421,23033.892578125
2731034,14023.16796875
1344758,18181.90625
6420454,29726.8046875
4195054,27831.453125
3380150,49758.46484375
4882421,14323.0771484375
6477521,6006.794921875
6630163,28466.142578125
5218154,10837.6376953125
8918402,11874.701171875
2245058,47681.375
6592592,20323.880859375
1694015,8390.1845703125
7666043,40661.953125
3128718,8906.81640625
6675176,23767.87890625
7351239,9982.236328125
7687860,20474.490234375
8605058,49065.94921875
2646635,12495.150390625
4920243,37117.71875
3276839,33997.75390625
1098621,11533.943359375
5771904,42350.23828125
8827706,52507.42578125
4117002,26101.6796875
3276905,14951.791015625
5612823,30530.587890625
8886498,15670.7783203125
5099061,31650.46484375
7266322,10513.6103515625
7217796,6793.11865234375
6915682,5825.63671875
8197606,15351.587890625
7008385,15793.2998046875
5988758,73567.75
8818677,19997.650390625
9537049,36561.296875
9698212,27442.837890625
8306331,31506.57421875
2286141,5470.58935546875
2095736,12215.359375
1717527,28376.86328125
2916684,27263.65625
9426391,24627.892578125
8056327,44181.76953125
2105677,46584.8828125
5753938,47238.93359375
6185667,29396.734375
9186854,29581.9765625
4023630,8418.3056640625
7268288,45401.06640625
3045363,78679.9375
7739104,6770.1044921875
7150693,43833.71875
5481886,37147.765625
2461355,6795.6884765625
7138416,10486.0234375
1088740,45390.8671875
5677150,23719.83203125
6862197,12552.203125
2273535,23667.28125
2447325,25881.95703125
1170603,26634.2578125
1857164,29615.693359375
7092475,29063.517578125
8916771,5529.32275390625
8611775,25752.53515625
6906275,38088.4453125
9017299,35717.9453125
7186688,29621.005859375
1074392,12808.890625
8494179,29055.27734375
7708219,22470.9609375
3854955,49303.55859375
1012358,40963.21875
7322054,33228.421875
3258758,20711.3046875
6718147,28387.171875
3640657,18315.875
9566169,38222.0703125
5984521,32556.263671875
9409989,19136.673828125
4319926,34274.80859375
1926270,21380.396484375
3978051,23841.685546875
8494482,20774.44140625
1300064,11176.013671875
8479019,10218.0947265625
3177771,46714.26171875
7440701,39807.171875
5669071,49605.6171875
8040414,46422.8984375
5515428,23778.5234375
4030580,23697.359375
1987325,18589.693359375
8186460,14698.9716796875
7639301,29273.880859375
7143719,16409.771484375
1653394,52768.0703125
4275094,26186.69140625
5948393,31536.2734375
4379439,19259.908203125
4076537,18883.84765625
1239108,40763.1796875
4948097,8071.6845703125
1768275,37249.703125
6772150,17853.705078125
9027941,16604.078125
1202990,21324.11328125
2196086,40611.25390625
8524272,14666.1591796875
8988161,21689.740234375
1819802,89168.5859375
7768609,41564.34765625
